hhid,itemcode,itemname,groupcode,groupname,gafed,adm1
2692-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,21.488836240672033,3
2692-001-01,6021,Cabbage,4,Vegetables,41.95145573315704,3
2692-001-01,6023,Other green vegetable,4,Vegetables,41.96508756792791,3
2692-001-01,7021,Lemon/lime,5,Fruits,6.463626279488475,3
2692-001-01,7031,Mangoes,5,Fruits,121.29586256075014,3
2692-001-01,11011,Buns,1,Cereals and cereal products,13.378220135376852,3
2693-001-01,102,Rice (husked),1,Cereals and cereal products,150.07790191623567,3
2693-001-01,104,Maize (grain),1,Cereals and cereal products,75.03895095811784,3
2693-001-01,105,Maize (flour),1,Cereals and cereal products,135.0701117246121,3
2693-001-01,109,Bread,1,Cereals and cereal products,18.75973773952946,3
2693-001-01,201,Cassava fresh,2,Starches,46.52414959403306,3
2693-001-01,205,Irish potatoes,2,Starches,34.89311219552479,3
2693-001-01,206,"Cooking bananas, plantains",2,Starches,37.51947547905892,3
2693-001-01,301,Sugar,7,Sugar and sweets,75.03895095811784,3
2693-001-01,502,Coconuts (mature/immature),8,Nuts and seeds,37.44923621139139,3
2693-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",49.76863979681544,3
2693-001-01,803,Pork (including sausages and bacon),9,"Meat, meat products and fish",18.75973773952946,3
2693-001-01,807,Eggs,10,Eggs,32.64194366678126,3
2693-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",26.26363283534124,3
2693-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,46.936863824302705,3
2693-001-01,1001,Cooking oil,11,Oil and fats,42.72530270177834,3
2693-001-01,1003,Salt,13,Spices and other foods,9.37986886976473,3
2693-001-01,1101,Tea dry,6,Beverages,1.8759737739529458,3
2693-001-01,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,54.68088356318047,3
2693-001-01,1107,Local brews,6,Beverages,177.65471639334396,3
2693-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",37.519475479058926,3
2693-001-01,6011,Onions,4,Vegetables,23.374633223453703,3
2693-001-01,6012,Tomatoes,4,Vegetables,88.24580632674657,3
2693-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,56.95123223816256,3
2693-001-01,6023,Other green vegetable,4,Vegetables,49.65126803037204,3
2693-001-01,7031,Mangoes,5,Fruits,27.01402234492242,3
2693-001-01,7032,Avocado,5,Fruits,15.9832965540791,3
2694-001-01,105,Maize (flour),1,Cereals and cereal products,562.0437411829541,3
2694-001-01,107,Millet and sorghum (flour),1,Cereals and cereal products,321.1678521045452,3
2694-001-01,206,"Cooking bananas, plantains",2,Starches,240.8758890784089,3
2694-001-01,301,Sugar,7,Sugar and sweets,80.2919630261363,3
2694-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",71.00351191667268,3
2694-001-01,901,Fresh milk,12,Milk and milk products,592.9561469480167,3
2694-001-01,1001,Cooking oil,11,Oil and fats,73.14597831681019,3
2694-001-01,1003,Salt,13,Spices and other foods,40.14598151306815,3
2694-001-01,4012,Green beans,3,"Pulses, dry",147.7372119680908,3
2694-001-01,6011,Onions,4,Vegetables,21.43795412797839,3
2694-001-01,6012,Tomatoes,4,Vegetables,119.44553587620142,3
2694-001-01,6023,Other green vegetable,4,Vegetables,79.69056855126796,3
2695-001-01,102,Rice (husked),1,Cereals and cereal products,66.39636528628174,3
2695-001-01,104,Maize (grain),1,Cereals and cereal products,22.132121762093913,3
2695-001-01,105,Maize (flour),1,Cereals and cereal products,110.66060881046958,3
2695-001-01,201,Cassava fresh,2,Starches,27.443830984996453,3
2695-001-01,203,Sweet potatoes,2,Starches,18.59098228015889,3
2695-001-01,204,Yams/cocoyams,2,Starches,26.890527940944107,3
2695-001-01,205,Irish potatoes,2,Starches,20.58287323874734,3
2695-001-01,206,"Cooking bananas, plantains",2,Starches,22.132121762093913,3
2695-001-01,301,Sugar,7,Sugar and sweets,22.132121762093913,3
2695-001-01,701,Ripe bananas,5,Fruits,188.12303497779826,3
2695-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",19.57180161063631,3
2695-001-01,901,Fresh milk,12,Milk and milk products,140.09633075405446,3
2695-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,73.8327581983453,3
2695-001-01,1001,Cooking oil,11,Oil and fats,20.14023080350546,3
2695-001-01,1003,Salt,13,Spices and other foods,5.533030440523478,3
2695-001-01,1081,Wheat flour,1,Cereals and cereal products,22.132121762093913,3
2695-001-01,1101,Tea dry,6,Beverages,0.4426424352418783,3
2695-001-01,4012,Green beans,3,"Pulses, dry",40.72310404225281,3
2695-001-01,6011,Onions,4,Vegetables,6.894155928892253,3
2695-001-01,6012,Tomatoes,4,Vegetables,8.675791730740814,3
2695-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,11.198198538248127,3
2695-001-01,6022,Chiness/spinach,4,Vegetables,8.188885051974749,3
2695-001-01,6023,Other green vegetable,4,Vegetables,14.644233370265093,3
2695-001-01,7021,Lemon/lime,5,Fruits,12.029663340418953,3
2695-001-01,7022,Orange/tangerine,5,Fruits,14.10922762333487,3
2695-001-01,7031,Mangoes,5,Fruits,47.80538300612285,3
2695-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",5.533030440523478,3
2695-001-01,11011,Buns,1,Cereals and cereal products,33.19818264314087,3
2696-001-01,105,Maize (flour),1,Cereals and cereal products,313.30340922465444,3
2696-001-01,201,Cassava fresh,2,Starches,38.849622743857154,3
2696-001-01,204,Yams/cocoyams,2,Starches,50.75515229439402,3
2696-001-01,206,"Cooking bananas, plantains",2,Starches,375.9640910695854,3
2696-001-01,301,Sugar,7,Sugar and sweets,31.330340922465446,3
2696-001-01,701,Ripe bananas,5,Fruits,79.89236935228689,3
2696-001-01,704,Sugarcane,5,Fruits,156.65170461232722,3
2696-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",27.705939065377713,3
2696-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",62.66068184493089,3
2696-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,26.129504329336182,3
2696-001-01,1001,Cooking oil,11,Oil and fats,57.021220478887116,3
2696-001-01,1003,Salt,13,Spices and other foods,12.532136368986178,3
2696-001-01,1101,Tea dry,6,Beverages,3.1330340922465445,3
2696-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",250.64272737972365,3
2696-001-01,6011,Onions,4,Vegetables,55.76800684198849,3
2696-001-01,6012,Tomatoes,4,Vegetables,122.81493641606455,3
2696-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,31.704450363332437,3
2696-001-01,6023,Other green vegetable,4,Vegetables,103.65224558459657,3
2696-001-01,7021,Lemon/lime,5,Fruits,42.573127159832744,3
2696-001-01,7031,Mangoes,5,Fruits,180.462763713401,3
2696-001-01,7032,Avocado,5,Fruits,88.97816821980187,3
2696-001-01,11011,Buns,1,Cereals and cereal products,6.015425457113366,3
2696-001-05,102,Rice (husked),1,Cereals and cereal products,111.29166063168894,3
2696-001-05,105,Maize (flour),1,Cereals and cereal products,111.29166063168894,3
2696-001-05,109,Bread,1,Cereals and cereal products,89.03332850535115,3
2696-001-05,205,Irish potatoes,2,Starches,103.5012443874707,3
2696-001-05,206,"Cooking bananas, plantains",2,Starches,111.29166063168894,3
2696-001-05,301,Sugar,7,Sugar and sweets,27.822915157922235,3
2696-001-05,701,Ripe bananas,5,Fruits,47.2989557684678,3
2696-001-05,801,Goat meat,9,"Meat, meat products and fish",40.34322697898724,3
2696-001-05,802,Beef (including minced sausage),9,"Meat, meat products and fish",49.20852881200674,3
2696-001-05,803,Pork (including sausages and bacon),9,"Meat, meat products and fish",55.64583031584447,3
2696-001-05,807,Eggs,10,Eggs,19.364748949913878,3
2696-001-05,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",11.129166063168894,3
2696-001-05,1001,Cooking oil,11,Oil and fats,50.69335141773431,3
2696-001-05,1003,Salt,13,Spices and other foods,6.677499637901336,3
2696-001-05,1102,Coffee and cocoa,6,Beverages,5.564583031584447,3
2696-001-05,6011,Onions,4,Vegetables,24.762394490550783,3
2696-001-05,6012,Tomatoes,4,Vegetables,27.26645685476379,3
2696-001-05,6013,"Carrots and green pepper, other viungo",4,Vegetables,8.044326604958721,3
2696-001-05,6023,Other green vegetable,4,Vegetables,36.819358486590126,3
2696-001-05,7021,Lemon/lime,5,Fruits,52.929903031363175,3
2696-001-05,7031,Mangoes,5,Fruits,40.06499782740802,3
2696-001-05,7032,Avocado,5,Fruits,39.50853952424957,3
2697-001-01,105,Maize (flour),1,Cereals and cereal products,287.18817907280817,3
2697-001-01,206,"Cooking bananas, plantains",2,Starches,14.35940895364041,3
2697-001-01,1001,Cooking oil,11,Oil and fats,52.32568622706565,3
2697-001-01,1003,Salt,13,Spices and other foods,5.743763581456164,3
2697-001-01,4012,Green beans,3,"Pulses, dry",52.8426249493967,3
2697-001-01,6011,Onions,4,Vegetables,14.313458844988757,3
2697-001-01,6023,Other green vegetable,4,Vegetables,11.401484486842412,3
2697-001-01,7031,Mangoes,5,Fruits,12.406529335945313,3
2697-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",6.892516297747397,3
2710-001-02,102,Rice (husked),1,Cereals and cereal products,110.75036833433977,3
2710-001-02,103,"Maize (green, cob)",1,Cereals and cereal products,37.65512523367552,3
2710-001-02,105,Maize (flour),1,Cereals and cereal products,129.20876305672974,3
2710-001-02,201,Cassava fresh,2,Starches,28.610511819704442,3
2710-001-02,203,Sweet potatoes,2,Starches,31.010103133615136,3
2710-001-02,205,Irish potatoes,2,Starches,58.19378104127884,3
2710-001-02,206,"Cooking bananas, plantains",2,Starches,39.390214337580176,3
2710-001-02,301,Sugar,7,Sugar and sweets,32.302190764182434,3
2710-001-02,303,"Honey, syrups, jams, marmalade, jellies, canned fruits",7,Sugar and sweets,12.200998911499765,3
2710-001-02,501,Groundnuts in shell/shelled,8,Nuts and seeds,1.1628788675105677,3
2710-001-02,502,Coconuts (mature/immature),8,Nuts and seeds,13.817879418937311,3
2710-001-02,701,Ripe bananas,5,Fruits,27.299965794414753,3
2710-001-02,704,Sugarcane,5,Fruits,27.687592083584942,3
2710-001-02,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",9.22919736119498,3
2710-001-02,1001,Cooking oil,11,Oil and fats,29.427295786170195,3
2710-001-02,1003,Salt,13,Spices and other foods,4.61459868059749,3
2710-001-02,1004,Other spices,13,Spices and other foods,1.7352702165266256,3
2710-001-02,1081,Wheat flour,1,Cereals and cereal products,55.375184167169884,3
2710-001-02,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,161.40758681046677,3
2710-001-02,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",46.145986805974914,3
2710-001-02,6011,Onions,4,Vegetables,10.267482064329414,3
2710-001-02,6012,Tomatoes,4,Vegetables,42.328790777384654,3
2710-001-02,6013,"Carrots and green pepper, other viungo",4,Vegetables,20.01300298342459,3
2710-001-02,6021,Cabbage,4,Vegetables,21.207341920413093,3
2710-001-02,6023,Other green vegetable,4,Vegetables,3.0533565970402274,3
2710-001-02,7021,Lemon/lime,5,Fruits,4.263961566733737,3
2710-001-02,7031,Mangoes,5,Fruits,74.63688822787826,3
2710-001-02,7032,Avocado,5,Fruits,6.211988159873117,3
2710-001-02,7033,Other fruits,5,Fruits,32.31449636066403,3
2710-001-02,8042,Other poultry,9,"Meat, meat products and fish",46.14598680597491,3
2710-001-02,8081,Dagaa (fresh),9,"Meat, meat products and fish",9.22919736119498,3
2710-001-02,11011,Buns,1,Cereals and cereal products,84.35486388132212,3
2711-001-01,102,Rice (husked),1,Cereals and cereal products,189.21479673952132,3
2711-001-01,105,Maize (flour),1,Cereals and cereal products,189.21479673952132,3
2711-001-01,111,"Macaroni, spaghetti",1,Cereals and cereal products,34.05866341311384,3
2711-001-01,205,Irish potatoes,2,Starches,71.0565894787794,3
2711-001-01,206,"Cooking bananas, plantains",2,Starches,28.3822195109282,3
2711-001-01,301,Sugar,7,Sugar and sweets,18.92147967395213,3
2711-001-01,502,Coconuts (mature/immature),8,Nuts and seeds,18.88605724710541,3
2711-001-01,701,Ripe bananas,5,Fruits,32.16651544571862,3
2711-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",66.93031067496567,3
2711-001-01,901,Fresh milk,12,Milk and milk products,79.84864422407801,3
2711-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,63.12205619230432,3
2711-001-01,1001,Cooking oil,11,Oil and fats,34.43709300659288,3
2711-001-01,1002,"Butter, margarine, ghee and other fat products",11,Oil and fats,37.84295934790426,3
2711-001-01,1003,Salt,13,Spices and other foods,9.460739836976066,3
2711-001-01,1101,Tea dry,6,Beverages,3.784295934790427,3
2711-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",75.68591869580855,3
2711-001-01,6011,Onions,4,Vegetables,42.10029227454349,3
2711-001-01,6012,Tomatoes,4,Vegetables,74.17220032189236,3
2711-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,13.676726673177047,3
2711-001-01,6021,Cabbage,4,Vegetables,86.95757028077966,3
2711-001-01,7031,Mangoes,5,Fruits,46.72848620279218,3
2711-001-01,7033,Other fruits,5,Fruits,26.500162999359095,3
2711-001-01,8084,Other fresh fish and seafood,9,"Meat, meat products and fish",11.302205552443812,3
2713-001-01,102,Rice (husked),1,Cereals and cereal products,74.00525326359431,3
2713-001-01,105,Maize (flour),1,Cereals and cereal products,74.00525326359431,3
2713-001-01,109,Bread,1,Cereals and cereal products,19.73473420362515,3
2713-001-01,111,"Macaroni, spaghetti",1,Cereals and cereal products,11.100787989539146,3
2713-001-01,206,"Cooking bananas, plantains",2,Starches,24.668417754531436,3
2713-001-01,301,Sugar,7,Sugar and sweets,6.167104438632859,3
2713-001-01,701,Ripe bananas,5,Fruits,19.081021133130065,3
2713-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",21.81469013815464,3
2713-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",9.127314569176631,3
2713-001-01,901,Fresh milk,12,Milk and milk products,26.025180731030666,3
2713-001-01,1001,Cooking oil,11,Oil and fats,11.236464287189069,3
2713-001-01,1003,Salt,13,Spices and other foods,12.334208877265718,3
2713-001-01,1081,Wheat flour,1,Cereals and cereal products,74.00525326359431,3
2713-001-01,1101,Tea dry,6,Beverages,0.5180367728451601,3
2713-001-01,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,44.939690044317636,3
2713-001-01,1107,Local brews,6,Beverages,46.72198322708254,3
2713-001-01,4012,Green beans,3,"Pulses, dry",68.08483300250677,3
2713-001-01,6011,Onions,4,Vegetables,4.917895763543387,3
2713-001-01,6012,Tomatoes,4,Vegetables,24.65855038742962,3
2713-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,8.77270386607447,3
2713-001-01,6022,Chiness/spinach,4,Vegetables,25.994591893015045,3
2713-001-01,6023,Other green vegetable,4,Vegetables,23.536947855835916,3
2713-001-01,7022,Orange/tangerine,5,Fruits,11.655827389016105,3
2713-001-01,7031,Mangoes,5,Fruits,29.128467684550717,3
2713-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",6.167104438632859,3
2713-001-01,11011,Buns,1,Cereals and cereal products,14.80105065271886,3
2713-001-01,11021,Cakes and biscuits,1,Cereals and cereal products,2.4668417754531435,3
2714-001-01,102,Rice (husked),1,Cereals and cereal products,514.6526541012577,3
2714-001-01,103,"Maize (green, cob)",1,Cereals and cereal products,46.87015242707883,3
2714-001-01,105,Maize (flour),1,Cereals and cereal products,257.32632705062883,3
2714-001-01,109,Bread,1,Cereals and cereal products,49.62722021690699,3
2714-001-01,202,Cassava dry/flour,2,Starches,128.66316352531442,3
2714-001-01,206,"Cooking bananas, plantains",2,Starches,234.71837117403788,3
2714-001-01,301,Sugar,7,Sugar and sweets,36.76090386437555,3
2714-001-01,502,Coconuts (mature/immature),8,Nuts and seeds,18.34604234978741,3
2714-001-01,701,Ripe bananas,5,Fruits,47.62007486591209,3
2714-001-01,801,Goat meat,9,"Meat, meat products and fish",533.0331060334454,3
2714-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",65.0165515258906,3
2714-001-01,807,Eggs,10,Eggs,6.396397272401345,3
2714-001-01,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",55.141355796563325,3
2714-001-01,901,Fresh milk,12,Milk and milk products,38.78275357691621,3
2714-001-01,1001,Cooking oil,11,Oil and fats,16.744591710223062,3
2714-001-01,1003,Salt,13,Spices and other foods,9.190225966093887,3
2714-001-01,1101,Tea dry,6,Beverages,1.8380451932187774,3
2714-001-01,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,26.787670645970458,3
2714-001-01,1106,Bottled beer,6,Beverages,36.76090386437555,3
2714-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",73.52180772875111,3
2714-001-01,6011,Onions,4,Vegetables,1.2105365642538868,3
2714-001-01,6012,Tomatoes,4,Vegetables,59.37033017712109,3
2714-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,3.985699134598829,3
2714-001-01,6023,Other green vegetable,4,Vegetables,43.78267341836432,3
2714-001-01,7031,Mangoes,5,Fruits,252.97971777770505,3
2714-001-01,8041,Chicken,9,"Meat, meat products and fish",47.78917502368821,3
2714-001-04,102,Rice (husked),1,Cereals and cereal products,132.09571184002502,3
2714-001-04,105,Maize (flour),1,Cereals and cereal products,154.11166381336253,3
2714-001-04,301,Sugar,7,Sugar and sweets,22.015951973337504,3
2714-001-04,802,Beef (including minced sausage),9,"Meat, meat products and fish",58.40721223070283,3
2714-001-04,803,Pork (including sausages and bacon),9,"Meat, meat products and fish",22.015951973337504,3
2714-001-04,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",11.007975986668752,3
2714-001-04,1001,Cooking oil,11,Oil and fats,20.034516295737127,3
2714-001-04,1003,Salt,13,Spices and other foods,5.503987993334376,3
2714-001-04,1101,Tea dry,6,Beverages,0.19814356776003755,3
2714-001-04,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,56.15058471039863,3
2714-001-04,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",22.015951973337508,3
